"","ID","Species","Date.collected","Date.intestine.dissected","Date.fish.dissected","island","fishingstatus","Station","sitechla","chla","latitude","depth","Habitat","TL","TL..mm.","FL..mm.","SL..mm.","TWW..g.","Intestine.weight..g.","Gonads","Gonad.voucher","TREM.ALL","CEST.ALL","COP.ALL","ISO.ALL","NEM.ALL"
"121","TRE093","ACANIG","15-May-14","","11-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,39,"forereef",199,199,184,152,203.15,NA,"F",NA,1552,7,0,0,3
"122","TRE095","ACANIG","15-May-14","","1-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",205,205,186,161,190.33,NA,"F",NA,627,11,0,0,0
"123","TRE096","ACANIG","15-May-14","","13-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",191,191,172,144,177.38,NA,"F",NA,613,14,0,0,0
"124","TRE102","ACANIG","15-May-14","","3-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",212,212,195,166,251.05,NA,"F",NA,904,4,0,0,4
"125","TRE103","ACANIG","15-May-14","","3-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",162,162,151,129,103.54,NA,"F",NA,223,1,0,0,0
"126","TRE104","ACANIG","15-May-14","","10-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",196,196,186,151,197.59,NA,"F",NA,305,0,0,0,0
"127","TRE105","ACANIG","15-May-14","","13-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",202,202,196,162,201.61,NA,"F",NA,1248,1,0,0,2
"128","TRE106","ACANIG","15-May-14","","10-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",206,206,194,163,217.99,NA,"F",NA,356,2,0,0,1
"129","TRE107","ACANIG","15-May-14","","14-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",158,158,150,122,94.33,NA,"M",NA,671,2,0,0,0
"130","TRE108","ACANIG","15-May-14","","14-Sep-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",161,161,148,121,95.91,NA,"F",NA,501,0,0,0,1
"131","TRE151","ACANIG","13-May-14","","20-Aug-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",161,161,151,126,96.81,NA,"F",NA,461,2,0,0,0
"132","TRE152","ACANIG","13-May-14","","19-Aug-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",163,163,153,124,96.45,NA,"F",NA,292,2,0,0,0
"133","TRE153","ACANIG","13-May-14","","19-Aug-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",202,202,193,160,188.2,NA,"F",NA,605,2,0,0,0
"134","TRE155","ACANIG","13-May-14","","19-Aug-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",194,194,178,150,177.9,NA,"F",NA,1189,0,0,0,1
"135","TRE157","ACANIG","13-May-14","","25-Aug-15","Kiritimati","fished","KIR-2010-30",0.212,0.19,2.025717,35,"forereef",206,206,190,164,232.25,NA,"F",NA,1238,0,0,0,0
